iter	Passed	Remaining
494	1361	1388
495	1363	1385
496	1365	1381
497	1366	1377
498	1368	1374
499	1370	1370
500	1373	1368
501	1376	1365
502	1379	1362
503	1380	1358
504	1382	1355
505	1384	1351
506	1386	1347
507	1388	1344
508	1391	1342
509	1393	1338
510	1395	1334
511	1396	1331
512	1398	1327
513	1401	1324
514	1403	1321
515	1405	1318
516	1407	1314
517	1409	1311
518	1411	1307
519	1413	1304
520	1414	1300
521	1416	1297
522	1419	1294
523	1422	1291
524	1424	1288
525	1425	1284
526	1427	1281
527	1429	1278
528	1431	1274
529	1434	1272
530	1436	1269
531	1439	1265
532	1441	1262
533	1443	1259
534	1445	1255
535	1446	1252
536	1448	1249
537	1450	1245
538	1452	1241
539	1453	1238
540	1455	1235
541	1457	1231
542	1461	1229
543	1463	1226
544	1466	1224
545	1468	1221
546	1470	1217
547	1472	1214
548	1474	1210
549	1476	1207
550	1478	1205
551	1481	1202
552	1483	1199
553	1485	1195
554	1487	1192
555	1489	1189
556	1491	1185
557	1494	1183
558	1495	1180
559	1497	1176
560	1499	1173
561	1501	1170
562	1503	1166
563	1504	1163
564	1507	1160
565	1510	1158
566	1512	1154
567	1514	1151
568	1516	1148
569	1518	1145
570	1519	1141
571	1522	1139
572	1524	1136
573	1527	1133
574	1529	1130
575	1531	1127
576	1533	1124
577	1537	1122
578	1540	1120
579	1543	1117
580	1546	1115
581	1548	1111
582	1550	1108
583	1552	1105
584	1553	1102
585	1555	1098
586	1557	1095
587	1558	1092
588	1560	1089
589	1563	1086
590	1567	1084
591	1569	1081
592	1571	1078
593	1573	1075
594	1575	1072
595	1577	1069
596	1578	1065
597	1581	1063
598	1584	1060
599	1586	1057
600	1588	1054
601	1590	1051
602	1592	1048
603	1593	1045
604	1596	1042
605	1599	1039
606	1601	1036
607	1603	1033
608	1604	1030
609	1606	1027
610	1608	1024
611	1611	1021
612	1613	1018
613	1615	1015
614	1616	1012
615	1618	1009
616	1620	1006
617	1622	1003
618	1624	999
619	1627	997
620	1630	994
621	1632	991
622	1634	988
623	1635	985
624	1637	982
625	1639	979
626	1641	976
627	1643	973
628	1645	970
629	1647	967
630	1649	964
631	1652	961
632	1654	958
633	1657	956
634	1659	953
635	1661	950
636	1662	947
637	1664	944
638	1666	941
639	1668	938
640	1672	936
641	1673	933
642	1675	930
643	1677	927
644	1679	924
645	1681	921
646	1683	918
647	1686	916
648	1689	913
649	1690	910
650	1692	907
651	1694	904
652	1696	901
653	1698	898
654	1701	896
655	1703	893
656	1704	890
657	1706	887
658	1708	884
659	1710	881
660	1712	878
661	1714	875
662	1716	872
663	1718	869
664	1720	866
665	1722	863
666	1724	860
667	1726	858
668	1728	855
669	1730	852
670	1732	849
671	1734	846
672	1736	843
673	1738	841
674	1740	838
675	1742	835
676	1744	832
677	1745	829
678	1747	826
679	1749	823
680	1751	820
681	1753	817
682	1756	815
683	1758	812
684	1761	809
685	1763	807
686	1765	804
687	1766	801
688	1768	798
689	1770	795
690	1772	792
691	1775	790
692	1778	787
693	1780	784
694	1781	781
695	1783	779
696	1785	776
697	1787	773
698	1790	770
699	1791	767
700	1793	765
701	1795	762
702	1797	759
703	1799	756
704	1801	753
705	1803	750
706	1805	748
707	1808	745
708	1810	742
709	1811	740
710	1813	737
711	1815	734
712	1817	731
713	1820	729
714	1822	726
715	1824	723
716	1826	720
717	1828	718
718	1830	715
719	1832	712
720	1834	709
721	1837	707
722	1839	704
723	1841	702
724	1843	699
725	1845	696
726	1847	693
727	1849	690
728	1850	688
729	1852	685
730	1854	682
731	1856	679
732	1859	677
733	1861	674
734	1865	672
735	1867	669
736	1869	666
737	1871	664
738	1872	661
739	1874	658
740	1876	655
741	1879	653
742	1880	650
743	1882	647
744	1884	645
745	1886	642
746	1888	639
747	1890	636
748	1892	634
749	1895	631
750	1897	629
751	1899	626
752	1901	623
753	1903	620
754	1905	618
755	1907	615
756	1909	613
757	1912	610
758	1914	607
759	1916	605
760	1918	602
761	1919	599
762	1921	596
763	1923	594
764	1925	591
765	1927	588
766	1929	586
767	1931	583
768	1933	580
769	1935	578
770	1937	575
771	1939	572
772	1940	569
773	1942	567
774	1944	564
775	1947	562
776	1950	559
777	1953	557
778	1956	554
779	1958	552
780	1961	550
781	1963	547
782	1967	545
783	1969	542
784	1971	539
785	1972	537
786	1974	534
787	1976	531
788	1978	529
789	1980	526
790	1982	523
791	1985	521
792	1987	518
793	1988	516
794	1990	513
795	1992	510
796	1994	508
797	1997	505
798	1999	502
799	2001	500
800	2003	497
801	2004	494
802	2006	492
803	2008	489
804	2010	487
805	2012	484
806	2014	481
807	2016	479
808	2018	476
809	2020	474
810	2022	471
811	2024	468
812	2026	466
813	2028	463
814	2030	460
815	2032	458
816	2034	455
817	2036	453
818	2039	450
819	2042	448
820	2044	445
821	2047	443
822	2049	440
823	2051	438
824	2053	435
825	2055	433
826	2057	430
827	2059	427
828	2061	425
829	2063	422
830	2065	420
831	2067	417
832	2069	414
833	2071	412
834	2074	409
835	2076	407
836	2079	404
837	2081	402
838	2083	399
839	2085	397
840	2088	394
841	2090	392
842	2092	389
843	2094	387
844	2096	384
845	2098	382
846	2101	379
847	2103	377
848	2105	374
849	2107	371
850	2109	369
851	2111	366
852	2113	364
853	2115	361
854	2117	359
855	2118	356
856	2120	353
857	2122	351
858	2125	348
859	2127	346
860	2130	343
861	2133	341
862	2135	339
863	2137	336
864	2139	333
865	2141	331
866	2143	328
867	2145	326
868	2147	323
869	2149	321
870	2151	318
871	2153	316
872	2155	313
873	2157	310
874	2159	308
875	2162	306
876	2164	303
877	2165	300
878	2167	298
879	2169	295
880	2171	293
881	2174	290
882	2176	288
883	2179	285
884	2181	283
885	2183	280
886	2185	278
887	2188	276
888	2190	273
889	2192	271
890	2194	268
891	2196	265
892	2198	263
893	2200	260
894	2202	258
895	2205	255
896	2207	253
897	2208	250
898	2210	248
899	2212	245
900	2214	243
901	2216	240
902	2217	238
903	2219	235
904	2221	233
905	2223	230
906	2225	228
907	2227	225
908	2230	223
909	2232	220
910	2234	218
911	2236	215
912	2238	213
913	2239	210
914	2242	208
915	2244	205
916	2246	203
917	2249	200
918	2251	198
919	2253	195
920	2254	193
921	2256	190
922	2258	188
923	2260	185
924	2263	183
925	2265	181
926	2267	178
927	2269	176
928	2271	173
929	2273	171
930	2275	168
931	2277	166
932	2279	163
933	2281	161
934	2283	158
935	2285	156
936	2287	153
937	2289	151
938	2290	148
939	2292	146
940	2294	143
941	2296	141
942	2298	138
943	2300	136
944	2302	134
945	2304	131
946	2306	129
947	2307	126
948	2309	124
949	2311	121
950	2314	119
951	2317	116
952	2319	114
953	2321	111
954	2323	109
955	2324	107
956	2326	104
957	2328	102
958	2330	99
959	2332	97
960	2334	94
961	2337	92
962	2339	89
963	2342	87
964	2343	85
965	2345	82
966	2347	80
967	2350	77
968	2352	75
969	2354	72
970	2356	70
971	2358	67
972	2359	65
973	2361	63
974	2364	60
975	2366	58
976	2368	55
977	2370	53
978	2372	50
979	2374	48
980	2376	46
981	2377	43
982	2379	41
983	2381	38
984	2383	36
985	2385	33
986	2388	31
987	2390	29
988	2392	26
989	2394	24
990	2396	21
991	2398	19
992	2399	16
993	2401	14
994	2404	12
995	2406	9
996	2409	7
997	2410	4
998	2412	2
999	2414	0
